similar_questions,total_submission,like,paid_only,title,url,topics,level,companies,ac_rate,frequency,dislike,total_accpeted,id
[u'Peak Index in a Mountain Array'],426700.0,411.0,False,FindPeakElement,https://leetcode.com/problems/find-peak-element/description/,"[u'Array', u'Binary Search']",Medium,"[u'Google\xa013', u'Facebook\xa011', u'Bloomberg\xa06', u'Microsoft\xa02']",0.394891024139,444.2444355176908,729.0,168500.0,162.0
[u'Summary Ranges'],183600.0,124.0,True,MissingRanges,https://leetcode.com/problems/missing-ranges/description/,[u'Array'],Medium,[u'Google\xa021'],0.229302832244,266.4360672181466,702.0,42100.0,163.0
[],191800.0,259.0,False,MaximumGap,https://leetcode.com/problems/maximum-gap/description/,[u'Sort'],Hard,[u'Alibaba\xa02'],0.305526590198,501.9093067996255,73.0,58600.0,164.0
[],498100.0,125.0,False,CompareVersionNumbers,https://leetcode.com/problems/compare-version-numbers/description/,[u'String'],Medium,"[u'Amazon\xa015', u'Microsoft\xa09', u'Google\xa05', u'Apple\xa04']",0.21220638426,423.95517356820733,671.0,105700.0,165.0
[],375500.0,255.0,False,FractiontoRecurringDecimal,https://leetcode.com/problems/fraction-to-recurring-decimal/description/,"[u'Hash Table', u'Math']",Medium,"[u'Uber\xa08', u'Google\xa07', u'IXL\xa04', u'Amazon\xa03']",0.183488681758,411.0774987318963,566.0,68900.0,166.0
"[u'Two Sum', u'Two Sum IV - Input is a BST']",328200.0,516.0,False,TwoSumII-Inputarrayissorted,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/description/,"[u'Array', u'Two Pointers', u'Binary Search']",Easy,"[u'Amazon\xa05', u'Alibaba\xa02', u'Facebook\xa02', u'Adobe\xa02', u'Microsoft\xa02']",0.473491773309,508.21107649135865,223.0,155400.0,167.0
[u'Excel Sheet Column Number'],517299.0,431.0,False,ExcelSheetColumnTitle,https://leetcode.com/problems/excel-sheet-column-title/description/,[u'Math'],Easy,"[u'Microsoft\xa011', u'Google\xa06', u'Facebook\xa0', u'Zenefits\xa0']",0.277209118904,436.32754553954544,77.0,143400.0,168.0
[u'Majority Element II'],574400.0,893.0,False,MajorityElement,https://leetcode.com/problems/majority-element/description/,"[u'Array', u'Divide and Conquer', u'Bit Manipulation']",Easy,"[u'Amazon\xa07', u'Google\xa05', u'Microsoft\xa04', u'Tencent\xa03', u'Baidu\xa02', u'Zenefits\xa0', u'Adobe\xa0']",0.489380222841,594.5804065482296,88.0,281100.0,169.0
"[u'Generate Parentheses', u'Combination Sum', u'Binary Watch']",689300.0,1164.0,False,LetterCombinationsofaPhoneNumber,https://leetcode.com/problems/letter-combinations-of-a-phone-number/description/,"[u'String', u'Backtracking']",Medium,"[u'Facebook\xa017', u'Microsoft\xa09', u'Google\xa04', u'Airbnb\xa02', u'Lyft\xa02', u'Uber\xa02', u'Amazon\xa0', u'Dropbox\xa0']",0.374582910199,573.1617249196088,158.0,258200.0,17.0
"[u'Two Sum', u'Unique Word Abbreviation', u'Two Sum IV - Input is a BST']",149300.0,107.0,True,TwoSumIII-Datastructuredesign,https://leetcode.com/problems/two-sum-iii-data-structure-design/description/,"[u'Hash Table', u'Design']",Easy,"[u'LinkedIn\xa063', u'Uber\xa02']",0.270596115204,269.14691075551025,100.0,40400.0,170.0
[u'Excel Sheet Column Title'],361400.0,300.0,False,ExcelSheetColumnNumber,https://leetcode.com/problems/excel-sheet-column-number/description/,[u'Math'],Easy,"[u'Microsoft\xa012', u'Google\xa05', u'Facebook\xa04', u'eBay\xa03', u'Amazon\xa02', u'Uber\xa0']",0.492805755396,557.4229928844635,59.0,178100.0,171.0
"[u'Number of Digit One', u'Preimage Size of Factorial Zeroes Function']",337700.0,275.0,False,FactorialTrailingZeroes,https://leetcode.com/problems/factorial-trailing-zeroes/description/,[u'Math'],Easy,"[u'Adobe\xa02', u'Microsoft\xa02', u'Bloomberg\xa0']",0.370151021617,558.4443596816811,375.0,125000.0,172.0
"[u'Binary Tree Inorder Traversal', u'Flatten 2D Vector', u'Zigzag Iterator', u'Peeking Iterator', u'Inorder Successor in BST']",320600.0,706.0,False,BinarySearchTreeIterator,https://leetcode.com/problems/binary-search-tree-iterator/description/,"[u'Stack', u'Tree', u'Design']",Medium,"[u'Facebook\xa035', u'Microsoft\xa09', u'Cloudera\xa05', u'Google\xa03', u'Bloomberg\xa03', u'Uber\xa02', u'Amazon\xa02', u'LinkedIn\xa02']",0.442295695571,531.5396418920117,159.0,141800.0,173.0
"[u'Unique Paths', u'Minimum Path Sum', u'Cherry Pickup']",211400.0,368.0,False,DungeonGame,https://leetcode.com/problems/dungeon-game/description/,"[u'Binary Search', u'Dynamic Programming']",Hard,"[u'Adobe\xa03', u'Microsoft\xa0']",0.248817407758,329.75656606143457,10.0,52600.0,174.0
[u'Employee Bonus'],224600.0,443.0,False,CombineTwoTables,https://leetcode.com/problems/combine-two-tables/description/,[],Easy,"[u'Adobe\xa029', u'Amazon\xa05', u'Yahoo\xa04', u'Baidu\xa04']",0.437666963491,620.1145764786705,53.0,98300.0,175.0
[],332800.0,299.0,False,SecondHighestSalary,https://leetcode.com/problems/second-highest-salary/description/,[],Easy,"[u'Amazon\xa05', u'Uber\xa03', u'Google\xa03', u'Facebook\xa02', u'Alibaba\xa02']",0.237680288462,546.1879581150695,114.0,79100.0,176.0
[],181600.0,121.0,False,NthHighestSalary,https://leetcode.com/problems/nth-highest-salary/description/,[],Medium,[u'Alibaba\xa02'],0.218061674009,392.6299169711649,90.0,39600.0,177.0
[],129100.0,270.0,False,RankScores,https://leetcode.com/problems/rank-scores/description/,[],Medium,[],0.30906274206,480.80738464833007,19.0,39900.0,178.0
[],416300.0,526.0,False,LargestNumber,https://leetcode.com/problems/largest-number/description/,[u'Sort'],Medium,"[u'Microsoft\xa05', u'Amazon\xa05', u'Facebook\xa03', u'Yelp\xa02', u'Alibaba\xa02', u'Works Applications\xa0']",0.239490751862,516.5963656543618,55.0,99700.0,179.0
"[u'Two Sum', u'3Sum', u'4Sum II']",600800.0,536.0,False,4Sum,https://leetcode.com/problems/4sum/description/,"[u'Array', u'Hash Table', u'Two Pointers']",Medium,"[u'Facebook\xa013', u'Adobe\xa07', u'Alibaba\xa03', u'Airbnb\xa02']",0.279960053262,449.1766013338521,84.0,168200.0,18.0
[],118600.0,116.0,False,ConsecutiveNumbers,https://leetcode.com/problems/consecutive-numbers/description/,[],Medium,[],0.287521079258,469.10165015881944,35.0,34100.0,180.0
[],168500.0,204.0,False,EmployeesEarningMoreThanTheirManagers,https://leetcode.com/problems/employees-earning-more-than-their-managers/description/,[],Easy,[],0.405341246291,508.38729764266816,22.0,68300.0,181.0
[],154200.0,169.0,False,DuplicateEmails,https://leetcode.com/problems/duplicate-emails/description/,[],Easy,[],0.475356679637,445.861509502662,7.0,73300.0,182.0
[],168700.0,133.0,False,CustomersWhoNeverOrder,https://leetcode.com/problems/customers-who-never-order/description/,[],Easy,[],0.383521043272,344.21573726555823,14.0,64700.0,183.0
[],165200.0,139.0,False,DepartmentHighestSalary,https://leetcode.com/problems/department-highest-salary/description/,[],Medium,"[u'Facebook\xa04', u'Amazon\xa03', u'Google\xa03']",0.236682808717,385.49821761712326,41.0,39100.0,184.0
[],123400.0,191.0,False,DepartmentTopThreeSalaries,https://leetcode.com/problems/department-top-three-salaries/description/,[],Hard,[u'Facebook\xa03'],0.205834683955,512.502487351718,40.0,25400.0,185.0
"[u'Reverse Words in a String', u'Rotate Array']",144500.0,147.0,True,ReverseWordsinaStringII,https://leetcode.com/problems/reverse-words-in-a-string-ii/description/,[u'String'],Medium,"[u'Microsoft\xa011', u'Amazon\xa06', u'Facebook\xa05', u'Apple\xa02', u'Uber\xa0']",0.321799307958,215.227789862913,66.0,46500.0,186.0
[],298300.0,254.0,False,RepeatedDNASequences,https://leetcode.com/problems/repeated-dna-sequences/description/,"[u'Hash Table', u'Bit Manipulation']",Medium,"[u'LinkedIn\xa010', u'Amazon\xa03']",0.336573918874,471.9610026931383,97.0,100400.0,187.0
"[u'Best Time to Buy and Sell Stock', u'Best Time to Buy and Sell Stock II', u'Best Time to Buy and Sell Stock III']",261600.0,409.0,False,BestTimetoBuyandSellStockIV,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/description/,[u'Dynamic Programming'],Hard,[u'Amazon\xa04'],0.251529051988,448.15523453663445,29.0,65800.0,188.0
"[u'Rotate List', u'Reverse Words in a String II']",765800.0,638.0,False,RotateArray,https://leetcode.com/problems/rotate-array/description/,[u'Array'],Easy,"[u'Microsoft\xa08', u'Google\xa07', u'Amazon\xa0', u'Bloomberg\xa0']",0.262470618961,491.921912796348,443.0,201000.0,189.0
[],800600.0,916.0,False,RemoveNthNodeFromEndofList,https://leetcode.com/problems/remove-nth-node-from-end-of-list/description/,"[u'Linked List', u'Two Pointers']",Medium,"[u'Microsoft\xa06', u'Amazon\xa05', u'Facebook\xa05', u'Zenefits\xa03', u'Aetion\xa03', u'Google\xa02', u'Adobe\xa02', u'eBay\xa02']",0.337746689983,490.9005459991304,70.0,270400.0,19.0
"[u'Reverse Integer', u'Number of 1 Bits']",486600.0,312.0,False,ReverseBits,https://leetcode.com/problems/reverse-bits/description/,[u'Bit Manipulation'],Easy,"[u'Google\xa05', u'Microsoft\xa04', u'Amazon\xa04', u'Apple\xa03', u'Facebook\xa03', u'Airbnb\xa0']",0.293053842992,439.31540039325307,77.0,142600.0,190.0
"[u'Reverse Bits', u'Power of Two', u'Counting Bits', u'Binary Watch', u'Hamming Distance', u'Binary Number with Alternating Bits', u'Prime Number of Set Bits in Binary Representation']",506600.0,248.0,False,Numberof1Bits,https://leetcode.com/problems/number-of-1-bits/description/,[u'Bit Manipulation'],Easy,"[u'Facebook\xa09', u'Microsoft\xa07', u'Apple\xa07', u'Amazon\xa04']",0.40722463482,586.2559695226673,221.0,206300.0,191.0
[u'Top K Frequent Elements'],49900.0,81.0,False,WordFrequency,https://leetcode.com/problems/word-frequency/description/,[],Medium,"[u'Adobe\xa04', u'Bloomberg\xa02', u'Facebook\xa02']",0.258517034068,566.0121573390853,31.0,12900.0,192.0
[],68600.0,60.0,False,ValidPhoneNumbers,https://leetcode.com/problems/valid-phone-numbers/description/,[],Easy,"[u'Airbnb\xa04', u'Amazon\xa04']",0.247813411079,584.213235928232,98.0,17000.0,193.0
[],33700.0,24.0,False,TransposeFile,https://leetcode.com/problems/transpose-file/description/,[],Medium,[],0.216617210682,578.0850351449262,86.0,7300.0,194.0
[],84000.0,78.0,False,TenthLine,https://leetcode.com/problems/tenth-line/description/,[],Easy,"[u'Facebook\xa02', u'Adobe\xa0']",0.339285714286,605.8154413176236,49.0,28500.0,195.0
[],179500.0,167.0,False,DeleteDuplicateEmails,https://leetcode.com/problems/delete-duplicate-emails/description/,[],Easy,[u'Alibaba\xa02'],0.265181058496,435.7801534321334,184.0,47600.0,196.0
[],164600.0,136.0,False,RisingTemperature,https://leetcode.com/problems/rising-temperature/description/,[],Easy,[],0.315917375456,542.9341492751636,41.0,52000.0,197.0
"[u'Maximum Product Subarray', u'House Robber II', u'Paint House', u'Paint Fence', u'House Robber III', u'Non-negative Integers without Consecutive Ones', u'Coin Path', u'Delete and Earn']",549800.0,1286.0,False,HouseRobber,https://leetcode.com/problems/house-robber/description/,[u'Dynamic Programming'],Easy,"[u'Google\xa06', u'Amazon\xa04', u'Pocket Gems\xa03', u'Baidu\xa03', u'Samsung\xa02', u'Alibaba\xa02', u'LinkedIn\xa0', u'Airbnb\xa0']",0.403055656602,576.042301550491,44.0,221600.0,198.0
"[u'Populating Next Right Pointers in Each Node', u'Boundary of Binary Tree']",269600.0,517.0,False,BinaryTreeRightSideView,https://leetcode.com/problems/binary-tree-right-side-view/description/,"[u'Tree', u'Depth-first Search', u'Breadth-first Search']",Medium,"[u'Facebook\xa09', u'Amazon\xa07', u'Mathworks\xa04', u'Adobe\xa02', u'Airbnb\xa02']",0.435459940653,375.93076306361536,10.0,117400.0,199.0
"[u'Multiply Strings', u'Add Binary', u'Sum of Two Integers', u'Add Strings', u'Add Two Numbers II']",1900000.0,2959.0,False,AddTwoNumbers,https://leetcode.com/problems/add-two-numbers/description/,"[u'Linked List', u'Math']",Medium,"[u'Adobe\xa021', u'Microsoft\xa016', u'Google\xa011', u'Amazon\xa08', u'Alibaba\xa07', u'Baidu\xa06', u'Airbnb\xa04', u'Apple\xa02', u'Gilt Groupe\xa02', u'Tencent\xa02', u'Samsung\xa02', u'Bloomberg\xa0']",0.286,627.264144059194,752.0,543400.0,2.0
"[u'Generate Parentheses', u'Longest Valid Parentheses', u'Remove Invalid Parentheses']",1100000.0,1564.0,False,ValidParentheses,https://leetcode.com/problems/valid-parentheses/description/,"[u'String', u'Stack']",Easy,"[u'Bloomberg\xa016', u'Facebook\xa015', u'Amazon\xa09', u'Microsoft\xa09', u'Google\xa08', u'LinkedIn\xa07', u'Mathworks\xa06', u'Alibaba\xa06', u'Adobe\xa04', u'Apple\xa03', u'eBay\xa03', u'Tencent\xa03', u'Baidu\xa03', u'Cloudera\xa03', u'Samsung\xa02', u'Twitter\xa02', u'Indeed\xa02', u'Airbnb\xa0', u'Zenefits\xa0']",0.333545454545,609.9009085064941,81.0,366900.0,20.0
"[u'Surrounded Regions', u'Walls and Gates', u'Number of Islands II', u'Number of Connected Components in an Undirected Graph', u'Number of Distinct Islands', u'Max Area of Island']",523799.0,1143.0,False,NumberofIslands,https://leetcode.com/problems/number-of-islands/description/,"[u'Depth-first Search', u'Breadth-first Search', u'Union Find']",Medium,"[u'Amazon\xa034', u'Facebook\xa015', u'Uber\xa013', u'Lyft\xa011', u'LinkedIn\xa010', u'Microsoft\xa08', u'Google\xa06', u'Bloomberg\xa04', u'eBay\xa04', u'Apple\xa02', u'Alibaba\xa02', u'Adobe\xa02', u'Zenefits\xa0']",0.374380248912,560.9053233529971,44.0,196100.0,200.0
[],197600.0,236.0,False,BitwiseANDofNumbersRange,https://leetcode.com/problems/bitwise-and-of-numbers-range/description/,[u'Bit Manipulation'],Medium,[],0.347672064777,372.19231982914005,32.0,68700.0,201.0
"[u'Linked List Cycle', u'Add Digits', u'Ugly Number']",412200.0,475.0,False,HappyNumber,https://leetcode.com/problems/happy-number/description/,"[u'Hash Table', u'Math']",Easy,"[u'Apple\xa03', u'Alibaba\xa02', u'Uber\xa0', u'Twitter\xa0', u'Airbnb\xa0']",0.423338185347,562.9480569474324,106.0,174500.0,202.0
"[u'Remove Element', u'Delete Node in a Linked List']",489400.0,440.0,False,RemoveLinkedListElements,https://leetcode.com/problems/remove-linked-list-elements/description/,[u'Linked List'],Easy,"[u'Pure Storage\xa06', u'Google\xa03', u'Amazon\xa03', u'Storage\xa02']",0.339599509604,442.5842678429899,27.0,166200.0,203.0
"[u'Ugly Number', u'Ugly Number II', u'Perfect Squares']",627400.0,530.0,False,CountPrimes,https://leetcode.com/problems/count-primes/description/,"[u'Hash Table', u'Math']",Easy,"[u'Apple\xa08', u'Microsoft\xa05', u'Amazon\xa05', u'Yahoo\xa03']",0.268249920306,476.78667690829025,221.0,168300.0,204.0
[u'Word Pattern'],419200.0,397.0,False,IsomorphicStrings,https://leetcode.com/problems/isomorphic-strings/description/,[u'Hash Table'],Easy,"[u'Google\xa015', u'LinkedIn\xa010', u'Bloomberg\xa05', u'Yahoo!\xa04', u'eBay\xa02']",0.351860687023,452.71545561242044,115.0,147500.0,205.0
"[u'Reverse Linked List II', u'Binary Tree Upside Down', u'Palindrome Linked List']",793400.0,1159.0,False,ReverseLinkedList,https://leetcode.com/problems/reverse-linked-list/description/,[u'Linked List'],Easy,"[u'Microsoft\xa08', u'Facebook\xa07', u'Amazon\xa06', u'Apple\xa04', u'Baidu\xa04', u'Intuit\xa03', u'Two Sigma\xa02', u'Google\xa02', u'Adobe\xa02', u'Tencent\xa02', u'Bloomberg\xa0', u'Uber\xa0', u'Twitter\xa0', u'Snapchat\xa0', u'Zenefits\xa0', u'Yelp\xa0', u'Yahoo\xa0']",0.482606503655,597.6445069398825,29.0,382900.0,206.0
"[u'Course Schedule II', u'Graph Valid Tree', u'Minimum Height Trees', u'Course Schedule III']",396600.0,768.0,False,CourseSchedule,https://leetcode.com/problems/course-schedule/description/,"[u'Depth-first Search', u'Breadth-first Search', u'Graph', u'Topological Sort']",Medium,"[u'Microsoft\xa08', u'Amazon\xa04', u'Uber\xa03', u'Google\xa02', u'Facebook\xa02', u'Apple\xa0', u'Zenefits\xa0', u'Yelp\xa0']",0.344175491679,349.0149111534869,37.0,136500.0,207.0
"[u'Add and Search Word - Data structure design', u'Design Search Autocomplete System', u'Replace Words', u'Implement Magic Dictionary']",380500.0,824.0,False,ImplementTrie(PrefixTree),https://leetcode.com/problems/implement-trie-prefix-tree/description/,"[u'Design', u'Trie']",Medium,"[u'Google\xa05', u'Microsoft\xa05', u'Amazon\xa04', u'Yelp\xa02', u'Uber\xa02', u'Apple\xa02', u'Facebook\xa0', u'Bloomberg\xa0', u'Twitter\xa0']",0.323521681997,424.97654036542497,17.0,123100.0,208.0
"[u'Minimum Window Substring', u'Maximum Size Subarray Sum Equals k', u'Maximum Length of Repeated Subarray']",393100.0,585.0,False,MinimumSizeSubarraySum,https://leetcode.com/problems/minimum-size-subarray-sum/description/,"[u'Array', u'Two Pointers', u'Binary Search']",Medium,"[u'Facebook\xa010', u'Bloomberg\xa03', u'Amazon\xa03']",0.327651996947,327.88833051918505,42.0,128800.0,209.0
"[u'Merge k Sorted Lists', u'Merge Sorted Array', u'Sort List', u'Shortest Word Distance II']",892700.0,1163.0,False,MergeTwoSortedLists,https://leetcode.com/problems/merge-two-sorted-lists/description/,[u'Linked List'],Easy,"[u'Microsoft\xa011', u'Amazon\xa07', u'Facebook\xa05', u'Adobe\xa04', u'Alibaba\xa04', u'Tencent\xa03', u'Apple\xa02', u'Baidu\xa02', u'Uber\xa02', u'Hulu\xa02', u'LinkedIn\xa0']",0.423658563907,608.8795417092765,174.0,378200.0,21.0
"[u'Course Schedule', u'Alien Dictionary', u'Minimum Height Trees', u'Sequence Reconstruction', u'Course Schedule III']",318600.0,429.0,False,CourseScheduleII,https://leetcode.com/problems/course-schedule-ii/description/,"[u'Depth-first Search', u'Breadth-first Search', u'Graph', u'Topological Sort']",Medium,"[u'Facebook\xa06', u'Google\xa06', u'Microsoft\xa04', u'Zenefits\xa0']",0.310420590082,227.94113891505444,37.0,98900.0,210.0
"[u'Implement Trie (Prefix Tree)', u'Prefix and Suffix Search']",311300.0,431.0,False,AddandSearchWord-Datastructuredesign,https://leetcode.com/problems/add-and-search-word-data-structure-design/description/,"[u'Backtracking', u'Design', u'Trie']",Medium,"[u'Facebook\xa038', u'Amazon\xa06', u'Google\xa03', u'Bloomberg\xa02']",0.262769033087,225.73278678960614,36.0,81800.0,211.0
[u'Word Search'],284000.0,536.0,False,WordSearchII,https://leetcode.com/problems/word-search-ii/description/,"[u'Backtracking', u'Trie']",Hard,"[u'Amazon\xa08', u'Facebook\xa07', u'Uber\xa05', u'Snapchat\xa05', u'Microsoft\xa04', u'Airbnb\xa02', u'Google\xa0']",0.254577464789,347.27983765721115,32.0,72300.0,212.0
"[u'House Robber', u'Paint House', u'Paint Fence', u'House Robber III', u'Non-negative Integers without Consecutive Ones', u'Coin Path']",241000.0,429.0,False,HouseRobberII,https://leetcode.com/problems/house-robber-ii/description/,[u'Dynamic Programming'],Medium,"[u'Baidu\xa03', u'Adobe\xa02', u'Microsoft\xa0']",0.347302904564,288.80978254395086,11.0,83700.0,213.0
"[u'Longest Palindromic Substring', u'Implement strStr()', u'Palindrome Pairs']",224600.0,375.0,False,ShortestPalindrome,https://leetcode.com/problems/shortest-palindrome/description/,[u'String'],Hard,"[u'Bloomberg\xa011', u'Alibaba\xa02', u'Google\xa0', u'Pocket Gems\xa0']",0.255565449688,406.12526631956473,51.0,57400.0,214.0
"[u'Wiggle Sort II', u'Top K Frequent Elements', u'Third Maximum Number', u'Kth Largest Element in a Stream']",556100.0,953.0,False,KthLargestElementinanArray,https://leetcode.com/problems/kth-largest-element-in-an-array/description/,"[u'Divide and Conquer', u'Heap']",Medium,"[u'Facebook\xa018', u'Amazon\xa04', u'Tencent\xa04', u'Google\xa02', u'Microsoft\xa02', u'Bloomberg\xa0', u'Apple\xa0', u'Pocket Gems\xa0']",0.418629742852,438.59295956494816,93.0,232800.0,215.0
[u'Combination Sum'],197500.0,319.0,False,CombinationSumIII,https://leetcode.com/problems/combination-sum-iii/description/,"[u'Array', u'Backtracking']",Medium,[],0.481518987342,356.8009904970976,22.0,95100.0,216.0
"[u'Contains Duplicate II', u'Contains Duplicate III']",491200.0,207.0,False,ContainsDuplicate,https://leetcode.com/problems/contains-duplicate/description/,"[u'Array', u'Hash Table']",Easy,"[u'Google\xa02', u'Baidu\xa02', u'Apple\xa02', u'Airbnb\xa0', u'Yahoo\xa0', u'Palantir\xa0']",0.481066775244,572.1403581223911,334.0,236300.0,217.0
